

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:19          | 10               | 2                | 14             | Phum Bucket          | (4, 1) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 2           | 00:10      | 00:30                 | 00:33          | 20               | 2                | 23             | Crusty Crab          | (4, 4) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:19          | 10               | 2                | 14             | Phum Bucket          | (4, 1) 
| 3           | 00:21      | 00:41                 | 00:44          | 20               | 2                | 23             | Crusty Crab          | (4, 4) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:30          | 10               | 2                | 25             | Phum Bucket          | (4, 1) 
| 3           | 00:21      | 00:41                 | 01:02          | 20               | 2                | 41             | Crusty Crab          | (4, 4) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:30          | 10               | 2                | 25             | Phum Bucket          | (4, 1) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:30          | 10               | 2                | 25             | Phum Bucket          | (4, 1) 
| 3           | 00:21      | 00:41                 | 01:02          | 20               | 2                | 41             | Crusty Crab          | (4, 4) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:30          | 10               | 2                | 25             | Phum Bucket          | (4, 1) 
| 3           | 00:21      | 00:41                 | 01:02          | 20               | 2                | 41             | Crusty Crab          | (4, 4) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:30          | 10               | 2                | 25             | Phum Bucket          | (4, 1) 
| 2           | 00:05      | 00:15                 | 00:35          | 10               | 2                | 30             | Phum Bucket          | (4, 1) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:30          | 10               | 2                | 25             | Phum Bucket          | (4, 1) 
| 3           | 00:05      | 00:25                 | 00:39          | 20               | 3                | 34             | Crusty Crab          | (2, 0) 
| 2           | 00:05      | 00:25                 | 00:44          | 20               | 1                | 39             | Burger Krusty        | (4, 0) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:30          | 10               | 2                | 25             | Phum Bucket          | (4, 1) 
| 3           | 00:05      | 00:25                 | 00:39          | 20               | 3                | 34             | Crusty Crab          | (2, 0) 
| 2           | 00:05      | 00:25                 | 00:44          | 20               | 1                | 39             | Burger Krusty        | (4, 0) 
| 4           | 00:10      | 00:30                 | 00:51          | 20               | 2                | 41             | Crusty Crab          | (2, 0) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:30          | 10               | 2                | 25             | Phum Bucket          | (4, 1) 
| 3           | 00:05      | 00:25                 | 00:39          | 20               | 3                | 34             | Crusty Crab          | (2, 0) 
| 2           | 00:05      | 00:25                 | 00:44          | 20               | 1                | 39             | Burger Krusty        | (4, 0) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:30          | 10               | 2                | 25             | Phum Bucket          | (4, 1) 
| 3           | 00:05      | 00:25                 | 00:39          | 20               | 3                | 34             | Crusty Crab          | (2, 0) 
| 2           | 00:05      | 00:25                 | 00:44          | 20               | 1                | 39             | Burger Krusty        | (4, 0) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:30          | 10               | 2                | 25             | Phum Bucket          | (4, 1) 
| 3           | 00:05      | 00:25                 | 00:39          | 20               | 3                | 34             | Crusty Crab          | (2, 0) 
| 2           | 00:05      | 00:25                 | 00:44          | 20               | 1                | 39             | Burger Krusty        | (4, 0) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:30          | 10               | 2                | 25             | Phum Bucket          | (4, 1) 
| 3           | 00:05      | 00:25                 | 00:39          | 20               | 3                | 34             | Crusty Crab          | (2, 0) 
| 2           | 00:05      | 00:25                 | 00:41          | 20               | 1                | 36             | Burger Krusty        | (4, 0) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:30          | 10               | 2                | 25             | Phum Bucket          | (4, 1) 
| 3           | 00:05      | 00:25                 | 00:39          | 20               | 3                | 34             | Crusty Crab          | (2, 0) 
| 2           | 00:05      | 00:25                 | 00:44          | 20               | 1                | 39             | Burger Krusty        | (4, 0) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:30          | 10               | 2                | 25             | Phum Bucket          | (4, 1) 
| 3           | 00:05      | 00:25                 | 00:39          | 20               | 3                | 34             | Crusty Crab          | (2, 0) 
| 2           | 00:05      | 00:25                 | 00:41          | 20               | 1                | 36             | Burger Krusty        | (4, 0) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:17          | 10               | 2                | 12             | Phum Bucket          | (4, 1) 
| 3           | 00:05      | 00:25                 | 00:28          | 20               | 3                | 23             | Crusty Crab          | (2, 0) 
| 2           | 00:05      | 00:25                 | 00:30          | 20               | 1                | 25             | Burger Krusty        | (4, 0) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:30          | 10               | 2                | 25             | Phum Bucket          | (4, 1) 
| 3           | 00:05      | 00:25                 | 00:36          | 20               | 3                | 31             | Crusty Crab          | (2, 0) 
| 2           | 00:05      | 00:25                 | 00:38          | 20               | 1                | 33             | Burger Krusty        | (4, 0) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:30          | 10               | 2                | 25             | Phum Bucket          | (4, 1) 
| 3           | 00:05      | 00:25                 | 00:36          | 20               | 3                | 31             | Crusty Crab          | (2, 0) 
| 2           | 00:05      | 00:25                 | 00:38          | 20               | 1                | 33             | Burger Krusty        | (4, 0) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:31          | 10               | 2                | 26             | Phum Bucket          | (4, 1) 
| 3           | 00:05      | 00:25                 | 00:37          | 20               | 3                | 32             | Crusty Crab          | (2, 0) 
| 2           | 00:05      | 00:25                 | 00:39          | 20               | 1                | 34             | Burger Krusty        | (4, 0) 
| 4           | 02:26      | 02:36                 | 02:52          | 10               | 2                | 26             | Phum Bucket          | (4, 1) 
| 5           | 08:13      | 08:33                 | 08:52          | 20               | 2                | 39             | Crusty Crab          | (2, 0) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:31          | 10               | 2                | 26             | Phum Bucket          | (4, 1) 
| 3           | 00:05      | 00:25                 | 00:37          | 20               | 3                | 32             | Crusty Crab          | (2, 0) 
| 2           | 00:05      | 00:25                 | 00:39          | 20               | 1                | 34             | Burger Krusty        | (4, 0) 
| 4           | 02:30      | 02:50                 | 05:49          | 20               | 162              | 199            | Burger Krusty        | (17, 19) 
| 5           | 08:08      | 08:28                 | 09:05          | 20               | 2                | 57             | Phum Bucket          | (1, 3) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:31          | 10               | 2                | 26             | Phum Bucket          | (4, 1) 
| 3           | 00:05      | 00:25                 | 00:37          | 20               | 3                | 32             | Crusty Crab          | (2, 0) 
| 2           | 00:05      | 00:25                 | 00:39          | 20               | 1                | 34             | Burger Krusty        | (4, 0) 
| 4           | 00:54      | 01:14                 | 01:31          | 20               | 2                | 37             | Phum Bucket          | (1, 3) 
| 5           | 02:41      | 03:01                 | 03:20          | 20               | 2                | 39             | Crusty Crab          | (2, 0) 
| 6           | 04:19      | 04:39                 | 04:56          | 20               | 2                | 37             | Phum Bucket          | (1, 3) 
| 7           | 06:45      | 07:05                 | 07:24          | 20               | 2                | 39             | Crusty Crab          | (2, 0) 
| 8           | 08:02      | 08:22                 | 08:39          | 20               | 2                | 37             | Phum Bucket          | (1, 3) 
| 9           | 11:53      | 12:13                 | 12:30          | 20               | 2                | 37             | Phum Bucket          | (1, 3) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:31          | 10               | 2                | 26             | Phum Bucket          | (4, 1) 
| 3           | 00:05      | 00:25                 | 00:37          | 20               | 3                | 32             | Crusty Crab          | (2, 0) 
| 2           | 00:05      | 00:25                 | 00:39          | 20               | 1                | 34             | Burger Krusty        | (4, 0) 
| 4           | 00:57      | 01:17                 | 01:38          | 20               | 4                | 41             | Crusty Crab          | (2, 0) 
| 6           | 03:40      | 04:00                 | 04:17          | 20               | 2                | 37             | Phum Bucket          | (1, 3) 
| 5           | 02:31      | 04:11                 | 04:21          | 100              | 2                | 110            | Crusty Crab          | (2, 0) 
| 7           | 04:57      | 05:57                 | 06:16          | 60               | 2                | 79             | Crusty Crab          | (2, 0) 
| 8           | 08:16      | 08:36                 | 08:55          | 20               | 2                | 39             | Crusty Crab          | (2, 0) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:31          | 10               | 2                | 26             | Phum Bucket          | (4, 1) 
| 3           | 00:05      | 00:25                 | 00:37          | 20               | 3                | 32             | Crusty Crab          | (2, 0) 
| 2           | 00:05      | 00:25                 | 00:39          | 20               | 1                | 34             | Burger Krusty        | (4, 0) 
| 4           | 01:25      | 03:25                 | 03:44          | 120              | 3                | 139            | Phum Bucket          | (20, 3) 
| 6           | 05:39      | 05:59                 | 06:16          | 20               | 2                | 37             | Phum Bucket          | (1, 3) 
| 5           | 03:31      | 06:11                 | 06:24          | 160              | 1                | 173            | Phum Bucket          | (8, 1) 
| 7           | 06:56      | 07:16                 | 07:31          | 20               | 1                | 35             | Phum Bucket          | (15, 0) 
| 8           | 08:22      | 08:42                 | 09:01          | 20               | 2                | 39             | Crusty Crab          | (2, 0) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:31          | 10               | 2                | 26             | Phum Bucket          | (4, 1) 
| 3           | 00:05      | 00:25                 | 00:37          | 20               | 3                | 32             | Crusty Crab          | (2, 0) 
| 2           | 00:05      | 00:25                 | 00:39          | 20               | 1                | 34             | Burger Krusty        | (4, 0) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:31          | 10               | 2                | 26             | Phum Bucket          | (4, 1) 
| 3           | 00:05      | 00:25                 | 00:37          | 20               | 3                | 32             | Crusty Crab          | (2, 0) 
| 2           | 00:05      | 00:25                 | 00:39          | 20               | 1                | 34             | Burger Krusty        | (4, 0) 
| 4           | 01:14      | 01:34                 | 01:53          | 20               | 2                | 39             | Crusty Crab          | (2, 0) 
| 5           | 02:19      | 02:39                 | 05:40          | 20               | 164              | 201            | Phum Bucket          | (19, 17) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:31          | 10               | 2                | 26             | Phum Bucket          | (4, 1) 
| 3           | 00:05      | 00:25                 | 00:37          | 20               | 3                | 32             | Crusty Crab          | (2, 0) 
| 2           | 00:05      | 00:25                 | 00:39          | 20               | 1                | 34             | Burger Krusty        | (4, 0) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:31          | 10               | 2                | 26             | Phum Bucket          | (4, 1) 
| 3           | 00:05      | 00:25                 | 00:37          | 20               | 3                | 32             | Crusty Crab          | (2, 0) 
| 2           | 00:05      | 00:25                 | 00:39          | 20               | 1                | 34             | Burger Krusty        | (4, 0) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:31          | 10               | 2                | 26             | Phum Bucket          | (4, 1) 
| 3           | 00:05      | 00:25                 | 00:37          | 20               | 3                | 32             | Crusty Crab          | (2, 0) 
| 2           | 00:05      | 00:25                 | 00:39          | 20               | 1                | 34             | Burger Krusty        | (4, 0) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:31          | 10               | 2                | 26             | Phum Bucket          | (4, 1) 
| 3           | 00:05      | 00:25                 | 00:37          | 20               | 3                | 32             | Crusty Crab          | (2, 0) 
| 2           | 00:05      | 00:25                 | 00:39          | 20               | 1                | 34             | Burger Krusty        | (4, 0) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:31          | 10               | 2                | 26             | Phum Bucket          | (4, 1) 
| 3           | 00:05      | 00:25                 | 00:37          | 20               | 3                | 32             | Crusty Crab          | (2, 0) 
| 2           | 00:05      | 00:25                 | 00:39          | 20               | 1                | 34             | Burger Krusty        | (4, 0) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:31          | 10               | 2                | 26             | Phum Bucket          | (4, 1) 
| 3           | 00:05      | 00:25                 | 00:37          | 20               | 3                | 32             | Crusty Crab          | (2, 0) 
| 2           | 00:05      | 00:25                 | 00:39          | 20               | 1                | 34             | Burger Krusty        | (4, 0) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 00:31          | 10               | 2                | 26             | Phum Bucket          | (4, 1) 
| 3           | 00:05      | 00:25                 | 00:37          | 20               | 3                | 32             | Crusty Crab          | (2, 0) 
| 2           | 00:05      | 00:25                 | 00:39          | 20               | 1                | 34             | Burger Krusty        | (4, 0) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 1           | 00:05      | 00:15                 | 01:36          | 10               | 64               | 91             | Phum Bucket          | (19, 17) 
| 2           | 00:10      | 00:30                 | 03:06          | 20               | 3                | 176            | Crusty Crab          | (6, 7) 
| 4           | 00:20      | 00:40                 | 03:18          | 20               | 1                | 178            | Burger Krusty        | (0, 1) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 2           | 00:10      | 00:30                 | 00:39          | 20               | 3                | 29             | Crusty Crab          | (6, 7) 
| 4           | 00:20      | 00:40                 | 00:53          | 20               | 1                | 33             | Burger Krusty        | (0, 1) 
| 1           | 00:05      | 00:15                 | 01:36          | 10               | 64               | 91             | Phum Bucket          | (19, 17) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 2           | 00:10      | 00:30                 | 00:39          | 20               | 3                | 29             | Crusty Crab          | (6, 7) 
| 4           | 00:20      | 00:40                 | 00:53          | 20               | 1                | 33             | Burger Krusty        | (0, 1) 
| 1           | 00:05      | 00:15                 | 01:36          | 10               | 64               | 91             | Phum Bucket          | (19, 17) 
| 3           | 00:15      | 00:55                 | 03:05          | 40               | 109              | 170            | Crusty Crab          | (20, 20) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 2           | 00:10      | 00:30                 | 00:39          | 20               | 3                | 29             | Crusty Crab          | (6, 7) 
| 4           | 00:20      | 00:40                 | 00:53          | 20               | 1                | 33             | Burger Krusty        | (0, 1) 
| 1           | 00:05      | 00:15                 | 01:36          | 10               | 64               | 91             | Phum Bucket          | (19, 17) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 
| 2           | 00:10      | 00:30                 | 00:39          | 20               | 3                | 29             | Crusty Crab          | (6, 7) 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

| Customer ID | Order Time | Finished Cooking Time | Delivered Time | Cooking Duration | Deliver Duration | Total Duration | Restaurant           | Branch 

